target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
HILPDA,ENSG00000135245,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,hypoxia inducible lipid droplet associated
OCM2,ENSG00000135175,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,oncomodulin 2
BICDL1,ENSG00000135127,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,BICD family like cargo adaptor 1
OASL,ENSG00000135114,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,2'-5'-oligoadenylate synthetase like
USP30,ENSG00000135093,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ubiquitin specific peptidase 30
KCTD1,ENSG00000134504,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,potassium channel tetramerization domain containing 1
LAMTOR5,ENSG00000134248,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
CAMK1,ENSG00000134072,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,calcium/calmodulin dependent protein kinase I
MBD2,ENSG00000134046,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,methyl-CpG binding domain protein 2
MED10,ENSG00000133398,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,mediator complex subunit 10
CSNK1G2,ENSG00000133275,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,casein kinase 1 gamma 2
CDK8,ENSG00000132964,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,cyclin dependent kinase 8
UBE2G1,ENSG00000132388,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ubiquitin conjugating enzyme E2 G1
FBXW9,ENSG00000132004,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box and WD repeat domain containing 9
TUBG1,ENSG00000131462,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,tubulin gamma 1
RGN,ENSG00000130988,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,regucalcin
HIP1R,ENSG00000130787,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,huntingtin interacting protein 1 related
USP6,ENSG00000129204,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ubiquitin specific peptidase 6
DCTD,ENSG00000129187,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,dCMP deaminase
SMO,ENSG00000128602,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"smoothened, frizzled class receptor"
LRRC4,ENSG00000128594,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,leucine rich repeat containing 4
BAIAP2L2,ENSG00000128298,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,BAI1 associated protein 2 like 2
GNAI1,ENSG00000127955,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,G protein subunit alpha i1
FBXL16,ENSG00000127585,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box and leucine rich repeat protein 16
AIF1L,ENSG00000126878,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,allograft inflammatory factor 1 like
SIX1,ENSG00000126778,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,SIX homeobox 1
CEP250,ENSG00000126001,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,centrosomal protein 250
ROMO1,ENSG00000125995,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,reactive oxygen species modulator 1
EIF2S2,ENSG00000125977,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,eukaryotic translation initiation factor 2 subunit beta
EML2,ENSG00000125746,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,EMAP like 2
PAX8,ENSG00000125618,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,paired box 8
BARHL1,ENSG00000125492,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,BarH like homeobox 1
TMTC4,ENSG00000125247,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,transmembrane and tetratricopeptide repeat containing 4
LRRFIP1,ENSG00000124831,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,LRR binding FLII interacting protein 1
CPNE5,ENSG00000124772,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,copine 5
CEACAM8,ENSG00000124469,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,carcinoembryonic antigen related cell adhesion molecule 8
PSG8,ENSG00000124467,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,pregnancy specific beta-1-glycoprotein 8
ZNF831,ENSG00000124203,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,zinc finger protein 831
PDE1B,ENSG00000123360,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,phosphodiesterase 1B
PFDN5,ENSG00000123349,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,prefoldin subunit 5
PHF24,ENSG00000122733,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,PHD finger protein 24
OCM,ENSG00000122543,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,oncomodulin
ACAT2,ENSG00000120437,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,acetyl-CoA acetyltransferase 2
KANSL1,ENSG00000120071,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,KAT8 regulatory NSL complex subunit 1
AVPI1,ENSG00000119986,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,arginine vasopressin induced 1
ATAD2B,ENSG00000119778,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ATPase family AAA domain containing 2B
GPR68,ENSG00000119714,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,G protein-coupled receptor 68
ACOT2,ENSG00000119673,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,acyl-CoA thioesterase 2
IFT43,ENSG00000119650,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,intraflagellar transport 43
YLPM1,ENSG00000119596,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,YLP motif containing 1
MAPKAP1,ENSG00000119487,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,mitogen-activated protein kinase associated protein 1
CCDC92,ENSG00000119242,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,coiled-coil domain containing 92
MED28,ENSG00000118579,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,mediator complex subunit 28
PHF3,ENSG00000118482,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,PHD finger protein 3
FASTKD2,ENSG00000118246,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,FAST kinase domains 2
CD3EAP,ENSG00000117877,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,CD3e molecule associated protein
ESYT2,ENSG00000117868,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,extended synaptotagmin 2
CCDC181,ENSG00000117477,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,coiled-coil domain containing 181
RIMS3,ENSG00000117016,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,regulating synaptic membrane exocytosis 3
SRSF11,ENSG00000116754,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,serine and arginine rich splicing factor 11
FBXO2,ENSG00000116661,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box protein 2
ATP6V1B1,ENSG00000116039,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ATPase H+ transporting V1 subunit B1
THADA,ENSG00000115970,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,THADA armadillo repeat containing
SRSF7,ENSG00000115875,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,serine and arginine rich splicing factor 7
IL1R2,ENSG00000115590,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,interleukin 1 receptor type 2
ZNF142,ENSG00000115568,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,zinc finger protein 142
CYTIP,ENSG00000115165,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,cytohesin 1 interacting protein
DNAH1,ENSG00000114841,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,dynein axonemal heavy chain 1
GORASP1,ENSG00000114745,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,golgi reassembly stacking protein 1
KLHL18,ENSG00000114648,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,kelch like family member 18
FRMD4B,ENSG00000114541,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,FERM domain containing 4B
FGF12,ENSG00000114279,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,fibroblast growth factor 12
SELENOK,ENSG00000113811,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,selenoprotein K
SLC12A7,ENSG00000113504,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,solute carrier family 12 member 7
ARSB,ENSG00000113273,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,arylsulfatase B
COL9A1,ENSG00000112280,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,collagen type IX alpha 1 chain
CHPT1,ENSG00000111666,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,choline phosphotransferase 1
CHD4,ENSG00000111642,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,chromodomain helicase DNA binding protein 4
GPRC5D,ENSG00000111291,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,G protein-coupled receptor class C group 5 member D
CDKN1B,ENSG00000111276,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,cyclin dependent kinase inhibitor 1B
HIPK3,ENSG00000110422,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,homeodomain interacting protein kinase 3
FOXN1,ENSG00000109101,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,forkhead box N1
DHX40,ENSG00000108406,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,DEAH-box helicase 40
FBXL15,ENSG00000107872,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box and leucine rich repeat protein 15
CUBN,ENSG00000107611,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,cubilin
MPDZ,ENSG00000107186,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,multiple PDZ domain crumbs cell polarity complex component
PTGR1,ENSG00000106853,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,prostaglandin reductase 1
ASPN,ENSG00000106819,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,asporin
SEC61B,ENSG00000106803,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,Sec61 translocon beta subunit
GALNTL5,ENSG00000106648,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,polypeptide N-acetylgalactosaminyltransferase like 5
BCL7B,ENSG00000106635,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,BAF chromatin remodeling complex subunit BCL7B
PLOD3,ENSG00000106397,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
FBXO24,ENSG00000106336,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box protein 24
HIBADH,ENSG00000106049,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,3-hydroxyisobutyrate dehydrogenase
HOXA2,ENSG00000105996,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,homeobox A2
TTC26,ENSG00000105948,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,tetratricopeptide repeat domain 26
ATP6V0A4,ENSG00000105929,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ATPase H+ transporting V0 subunit a4
ITGB8,ENSG00000105855,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,integrin subunit beta 8
PMPCB,ENSG00000105819,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"peptidase, mitochondrial processing beta subunit"
TNPO2,ENSG00000105576,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,transportin 2
DYRK1B,ENSG00000105204,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,dual specificity tyrosine phosphorylation regulated kinase 1B
RASAL3,ENSG00000105122,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,RAS protein activator like 3
UBE2W,ENSG00000104343,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ubiquitin conjugating enzyme E2 W
DNAJC17,ENSG00000104129,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,DnaJ heat shock protein family (Hsp40) member C17
AP3B2,ENSG00000103723,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,adaptor related protein complex 3 subunit beta 2
SALL1,ENSG00000103449,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,spalt like transcription factor 1
FBXO31,ENSG00000103264,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,F-box protein 31
HAS3,ENSG00000103044,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,hyaluronan synthase 3
MMP15,ENSG00000102996,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,matrix metallopeptidase 15
ELMO3,ENSG00000102890,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,engulfment and cell motility 3
CEP76,ENSG00000101624,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,centrosomal protein 76
PLCB4,ENSG00000101333,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,phospholipase C beta 4
SIRPB1,ENSG00000101307,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,signal regulatory protein beta 1
ABHD12,ENSG00000100997,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,abhydrolase domain containing 12
MTHFD1,ENSG00000100714,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
ISM2,ENSG00000100593,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,isthmin 2
NIN,ENSG00000100503,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ninein
CACNA1I,ENSG00000100346,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,calcium voltage-gated channel subunit alpha1 I
ASCC2,ENSG00000100325,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,activating signal cointegrator 1 complex subunit 2
TRIOBP,ENSG00000100106,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,TRIO and F-actin binding protein
GGA1,ENSG00000100083,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"golgi associated, gamma adaptin ear containing, ARF binding protein 1"
IL12RB1,ENSG00000096996,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,interleukin 12 receptor subunit beta 1
IKZF5,ENSG00000095574,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,IKAROS family zinc finger 5
PSMD5,ENSG00000095261,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,"proteasome 26S subunit, non-ATPase 5"
RAB11FIP3,ENSG00000090565,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,RAB11 family interacting protein 3
SIRPG,ENSG00000089012,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,signal regulatory protein gamma
ATXN7L3,ENSG00000087152,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ataxin 7 like 3
NLK,ENSG00000087095,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,nemo like kinase
CEACAM6,ENSG00000086548,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,carcinoembryonic antigen related cell adhesion molecule 6
APLP2,ENSG00000084234,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,amyloid beta precursor like protein 2
REST,ENSG00000084093,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,RE1 silencing transcription factor
BZW1,ENSG00000082153,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,basic leucine zipper and W2 domains 1
FYB1,ENSG00000082074,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,FYN binding protein 1
ATP8B1,ENSG00000081923,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ATPase phospholipid transporting 8B1
CEACAM1,ENSG00000079385,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,carcinoembryonic antigen related cell adhesion molecule 1
FGF20,ENSG00000078579,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,fibroblast growth factor 20
UBE2A,ENSG00000077721,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,ubiquitin conjugating enzyme E2 A
MKRN2,ENSG00000075975,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,makorin ring finger protein 2
VPS9D1,ENSG00000075399,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,VPS9 domain containing 1
SCARB1,ENSG00000073060,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,scavenger receptor class B member 1
WDR1,ENSG00000071127,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,WD repeat domain 1
SLC44A1,ENSG00000070214,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,solute carrier family 44 member 1
ACSL4,ENSG00000068366,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,acyl-CoA synthetase long chain family member 4
AHRR,ENSG00000063438,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,aryl-hydrocarbon receptor repressor
TARBP1,ENSG00000059588,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,TAR (HIV-1) RNA binding protein 1
FLYWCH1,ENSG00000059122,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,FLYWCH-type zinc finger 1
GINM1,ENSG00000055211,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,glycoprotein integral membrane 1
EPN3,ENSG00000049283,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,epsin 3
COL9A2,ENSG00000049089,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,collagen type IX alpha 2 chain
FAM120A,ENSG00000048828,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,family with sequence similarity 120A
C12orf4,ENSG00000047621,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,chromosome 12 open reading frame 4
DTNBP1,ENSG00000047579,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,dystrobrevin binding protein 1
DSG2,ENSG00000046604,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,desmoglein 2
SOX30,ENSG00000039600,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,SRY-box 30
CLEC16A,ENSG00000038532,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,C-type lectin domain containing 16A
SLC4A7,ENSG00000033867,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,solute carrier family 4 member 7
FAM13B,ENSG00000031003,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,family with sequence similarity 13 member B
CCDC88C,ENSG00000015133,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,coiled-coil domain containing 88C
DLEC1,ENSG00000008226,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,DLEC1 cilia and flagella associated protein
CEACAM7,ENSG00000007306,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,carcinoembryonic antigen related cell adhesion molecule 7
TMEM132A,ENSG00000006118,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,transmembrane protein 132A
SLC25A13,ENSG00000004864,0.19388000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19388000000000002,solute carrier family 25 member 13
SPDEF,ENSG00000124664,0.19338000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19338000000000002,SAM pointed domain containing ETS transcription factor
EFEMP1,ENSG00000115380,0.19332000000000002,0.0,0.0,0.0,0.0,0.0,0.0252,0.18702000000000002,EGF containing fibulin extracellular matrix protein 1
DAG1,ENSG00000173402,0.19302000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19302000000000002,dystroglycan 1
TLN2,ENSG00000171914,0.19302000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19302000000000002,talin 2
MTA2,ENSG00000149480,0.19248000000000004,0.0,0.0,0.0,0.0,0.0,0.042800000000000005,0.18178000000000002,metastasis associated 1 family member 2
NRXN3,ENSG00000021645,0.19202130350000002,0.19202130350000002,0.0,0.0,0.0,0.0,0.0,0.0,neurexin 3
COL15A1,ENSG00000204291,0.19202000000000002,0.0,0.0,0.0,0.0,0.0,0.03,0.18452000000000002,collagen type XV alpha 1 chain
RAI1,ENSG00000108557,0.19199500000000003,0.0,0.0,0.0,0.0,0.0,0.0199,0.18702000000000002,retinoic acid induced 1
PPT1,ENSG00000131238,0.19178,0.0,0.0,0.0,0.0,0.0,0.0,0.19178,palmitoyl-protein thioesterase 1
NOX3,ENSG00000074771,0.19178,0.0,0.0,0.0,0.0,0.0,0.0,0.19178,NADPH oxidase 3
DMRT3,ENSG00000064218,0.19178,0.0,0.0,0.0,0.0,0.0,0.0,0.19178,doublesex and mab-3 related transcription factor 3
TGFBR1,ENSG00000106799,0.19122000000000003,0.0,0.0,0.0,0.0,0.0,0.016800000000000002,0.18702000000000002,transforming growth factor beta receptor 1
GLA,ENSG00000102393,0.19104000000000002,0.0,0.0,0.0,0.0,0.0,0.023200000000000002,0.18524000000000002,galactosidase alpha
CRH,ENSG00000147571,0.19063000000000002,0.0,0.0,0.0,0.0,0.0,0.0354,0.18178000000000002,corticotropin releasing hormone
LRP5,ENSG00000162337,0.19046000000000002,0.0,0.0,0.0,0.0,0.0,0.0348,0.18176,LDL receptor related protein 5
CHCHD10,ENSG00000250479,0.1904330444086931,0.0,0.0,0.0,0.0,0.0,0.1904330444086931,0.0,coiled-coil-helix-coiled-coil-helix domain containing 10
IDO1,ENSG00000131203,0.190205,0.0,0.0,0.0,0.0,0.0,0.0337,0.18178000000000002,"indoleamine 2,3-dioxygenase 1"
GADD45A,ENSG00000116717,0.19015500000000002,0.0,0.0,0.0,0.0,0.0,0.0335,0.18178000000000002,growth arrest and DNA damage inducible alpha
PRDX6,ENSG00000117592,0.19,0.0,0.0,0.0,0.0,0.0,0.0292,0.1827,peroxiredoxin 6
TSNARE1,ENSG00000171045,0.18996566680000002,0.18996566680000002,0.0,0.0,0.0,0.0,0.0,0.0,t-SNARE domain containing 1
LMO3,ENSG00000048540,0.18996566680000002,0.18996566680000002,0.0,0.0,0.0,0.0,0.0,0.0,LIM domain only 3
BOD1L1,ENSG00000038219,0.18996566680000002,0.18996566680000002,0.0,0.0,0.0,0.0,0.0,0.0,biorientation of chromosomes in cell division 1 like 1
LRRK2,ENSG00000188906,0.18974498385056504,0.0,0.0,0.0,0.0,0.0,0.031859935402260085,0.18178000000000002,leucine rich repeat kinase 2
ACADM,ENSG00000117054,0.18926500000000002,0.0,0.0,0.0,0.0,0.0,0.0161,0.18524000000000002,acyl-CoA dehydrogenase medium chain
ACADVL,ENSG00000072778,0.18874000000000002,0.0,0.0,0.0,0.0,0.0,0.014,0.18524000000000002,acyl-CoA dehydrogenase very long chain
KCNJ11,ENSG00000187486,0.18830000000000002,0.0,0.0,0.0,0.0,0.0,0.027200000000000002,0.18150000000000002,potassium voltage-gated channel subfamily J member 11
ANO1,ENSG00000131620,0.188205,0.0,0.0,0.0,0.0,0.0,0.0257,0.18178000000000002,anoctamin 1
GGTLC2,ENSG00000100121,0.18802000000000002,0.0,0.0,0.0,0.0,0.0,0.004,0.18702000000000002,gamma-glutamyltransferase light chain 2
ALCAM,ENSG00000170017,0.18766495000000002,0.0246598,0.0,0.0,0.0,0.0,0.0,0.18150000000000002,activated leukocyte cell adhesion molecule
PRPH,ENSG00000135406,0.18745485038675594,0.0,0.0,0.0,0.0,0.0,0.18745485038675594,0.0,peripherin
CD36,ENSG00000135218,0.18743222222222225,0.0,0.0,0.0,0.0,0.0,0.02628888888888889,0.18086000000000002,CD36 molecule
CCDC192,ENSG00000230561,0.18742697290000002,0.18742697290000002,0.0,0.0,0.0,0.0,0.0,0.0,coiled-coil domain containing 192
